,Sentence1,Sentence2,Score
909,"The Federal Trade Commission (FTC) asked Congress today for additional authority to fight unwanted Internet spam, which now accounts for up to half of all e-mail traffic.","The Federal Trade Commission asked Congress yesterday for broader powers to attack the rapidly growing problem of spam, which new studies show accounts for half of all e-mail traffic.",1.0
910,A federal grand jury indicted them on Tuesday; the document was sealed until yesterday to allow authorities to make arrests.,Federal officials said the document remained sealed until Thursday morning to allow authorities to make arrests in five Western states.,0.6799999999999999
911,"People who have opposed these actions throughout are now trying to find fresh reasons to say this wasn't the right thing to do.""",What is happening here is that people who have opposed this action throughout are trying to find fresh reasons why it was not the right thing to do.,0.8
912,"Klarman was arrested by FBI agents in the Hamptons, an exclusive summer resort enclave east of New York City.",Klarman was arrested by FBI agents Monday morning at his home in New York.,0.8
913,The bishop told police he thought he had hit a dog or a cat or that someone had thrown a rock at his vehicle.,"Bishop O'Brien, aged 67, had told police he thought he had hit a dog or cat.",0.7
914,"The report also claims that there will be up to 9.3 million visitors to hot spots this year, up again from the meagre 2.5 million in 2002.","There will be 9.3 million visitors to hot spots in 2003, up from 2.5 million in 2002, Gartner said.",0.9
915,"Richard Miller remained hospitalized after undergoing a liver transplant, but his wife has recovered.","Richard Miller, 57, survived a lifesaving liver transplant but remains hospitalized.",0.64
916,Sequent representatives could not immediately be reached for comment on the SCO announcement.,A spokesman for SCO could not be reached for comment this afternoon.,0.76
917,The proportion of people covered by employers dropped from 62.3 percent in 2001 to 61.3 percent last year.,"The proportion of Americans with insurance from employers declined to 61.3 percent, from 62.6 percent in 2001 and 63.6 percent in 2000.",0.64
918,"WORLD No. 2 Lleyton Hewitt has accused the Association of Tennis Professionals of malice, including an alleged attempt last year to dupe him into refusing a drug test.","World No.2 Lleyton Hewitt has accused his professional peers of long-standing malice, including an attempt last year to dupe him into refusing a drug test.",0.8
919,MSN Messenger 6 will be available for download starting at 6 p.m. GMT on Wednesday from http://messenger.msn.com/download/v6preview.asp.,"The MSN Messenger 6 software will be available from 11 a.m. PST on Wednesday, according to Microsoft.",0.65
920,"Families stuck on the highway remained in their cars, and used their cell phones to call home.","Families stuck on the highway were being urged to remain in their cars, and to use their cell phones only in case of emergency.",0.6
921,"In connection with the incident, I have acknowledged that I behaved inappropriately.""","I have acknowledged that I behaved inappropriately, he said.",0.85
922,"A promotional poster, complete with countdown dial, reminds readers of the upcoming release of ""Harry Potter and the Order of the Phoenix.""","The crates are full of hardback copies of ""Harry Potter and the Order of the Phoenix.""",0.3
923,"A spokesman said: ""Since November, we have co-operated fully with the police.","It added it had ""co-operated fully"" with police since November.",0.85
924,"Women who eat potatoes and other tuberous vegetables during pregnancy may be at risk of triggering type 1 diabetes in their children, Melbourne researchers believe.",Australian researchers believe they have found a trigger of type 1 diabetes in children - their mothers eating potatoes and other tuberous vegetables during pregnancy.,0.85
925,"The broad Standard & Poor's 500 Index .SPX inched up 3 points, or 0.32 percent, to 970.","The technology-laced Nasdaq Composite Index .IXIC lost 2 points, or 0.18 percent, to 1,649.",0.15
926,People who once thought their blood pressure was fine actually may be well on their way to hypertension under new U.S. guidelines published on Wednesday.,"People who once thought their blood pressure was fine actually need to start exercising and eating better, according to new U.S. guidelines published on Wednesday.",0.6
927,"Further testing is still under way, but at this stage, given the early detection, the outlook in such instances would be positive, the specialist said yesterday.","But at this stage, given the early detection, the outlook in such instances would be positive, he said.",0.7
928,Amazon also reported that the New York Attorney General's office had settled civil fraud charges with one of the spoofers it identified.,Amazon and the New York attorney general's office have already settled with one of the alleged e-mail forgers.,0.75
929,The leading actress nod went to energetic newcomer Marissa Jaret Winokur as Edna's daughter Tracy.,"Marissa Jaret Winokur, as Tracy, won for best actress in a musical.",0.8
930,"In morning trading, the Dow Jones industrial average was up 40.12, or 0.5 percent, at 8,571.69, having fallen 51 points Monday.","In New York, the Dow Jones industrial average a gauge of 30 blue chip stocks was up 3.29 points or 0.04 per cent to 8,585.97.",0.35
931,"For the entire season, the average five-day forecast track error was 259 miles, Franklin said.",The average track error for the five-day (forecast) is 323 nautical miles.,0.35
932,"Rich media doubled its share, increasing from 3% in Q2 2002 to 6% in Q2 2003.","Rich Media interactive ad formats doubled their share from 3% in second quarter of 2002, to 6% in the second quarter of 2003.",0.75
933,"It appears from our initial report that this was a textbook landing considering the circumstances, Burke said.","Said Mr. Burke: ""It was a textbook landing considering the circumstances.""",0.8
934,"Allegiant shares rose $4, or $17.2 percent, to $27.43 in Thursday morning trading on the Nasdaq Stock Market.","Allegiant's stock closed Wednesday at $23.40, up 64 cents, in trading on the Nasdaq market.",0.4
935,"By state law, 911 calls are not public information and were not released.","By law, 911 calls are not public information in Rhode Island.",0.6799999999999999
936,The ADRs fell 10 cents to $28.95 at 10:06 a.m. in New York Stock Exchange composite trading today.,"Shares of Fox Entertainment Group Inc., News Corp.'s U.S. media and entertainment arm, fell 45 cents to $26.85 in New York Stock Exchange composite trading.",0.27999999999999997
